,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
4917,C_CND_004918,8/24/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_001,Focus,Overhead Camshaft,Manual,Red,Hardtop,"$24,000 "
4918,C_CND_004919,8/24/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
4919,C_CND_004920,8/24/2022,Rabun Used Car Sales,Scottsdale,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
4920,C_CND_004921,8/24/2022,Race Car Help,Austin,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$22,500 "
4921,C_CND_004922,8/24/2022,Ryder Truck Rental and Leasing,Middletown,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,000 "
4922,C_CND_004923,8/24/2022,Saab-Belle Dodge,Aurora,CMP_001,Taurus,Overhead Camshaft,Manual,Red,SUV,"$22,500 "
4923,C_CND_004924,8/24/2022,Scrivener Performance Engineering,Greenville,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,000 "
4924,C_CND_004925,8/24/2022,Star Enterprises Inc,Pasco,CMP_004,Camry,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,000 "
4925,C_CND_004926,8/24/2022,Suburban Ford,Janesville,CMP_009,Sable,Overhead Camshaft,Manual,Red,Sedan,"$61,000 "
4926,C_CND_004927,8/24/2022,Tri-State Mack Inc,Scottsdale,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
4927,C_CND_004928,8/24/2022,U-Haul CO,Austin,CMP_007,Corvette,Overhead Camshaft,Manual,Black,SUV,"$26,000 "
4928,C_CND_004929,8/24/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,000 "
4929,C_CND_004930,8/24/2022,C & M Motors Inc,Aurora,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$39,000 "
4930,C_CND_004931,8/24/2022,Star Enterprises Inc,Pasco,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$39,100 "
4931,C_CND_004932,8/24/2022,Progressive Shippers Cooperative Association No,Middletown,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$31,000 "
4932,C_CND_004933,8/24/2022,Diehl Motor CO Inc,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Red,Hardtop,"$21,000 "
4933,C_CND_004934,8/24/2022,Enterprise Rent A Car,Middletown,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$15,000 "
4934,C_CND_004935,8/24/2022,Ryder Truck Rental and Leasing,Pasco,CMP_009,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,000 "
4935,C_CND_004936,8/24/2022,Saab-Belle Dodge,Janesville,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$41,000 "
4936,C_CND_004937,8/24/2022,Iceberg Rentals,Pasco,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,000 "
4937,C_CND_004938,8/24/2022,McKinney Dodge Chrysler Jeep,Janesville,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,000 "
4938,C_CND_004939,8/24/2022,Suburban Ford,Middletown,CMP_027,LS400,Overhead Camshaft,Manual,Black,Sedan,"$69,000 "
4939,C_CND_004940,8/24/2022,Tri-State Mack Inc,Aurora,CMP_023,C70,Overhead Camshaft,Manual,Red,Hatchback,"$82,600 "
4940,C_CND_004941,8/24/2022,U-Haul CO,Greenville,CMP_020,LW,Overhead Camshaft,Manual,Red,Hatchback,"$49,300 "
4941,C_CND_004942,8/24/2022,Rabun Used Car Sales,Janesville,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,Hardtop,"$27,000 "
4942,C_CND_004943,8/24/2022,Rabun Used Car Sales,Janesville,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,600 "
4943,C_CND_004944,8/24/2022,Race Car Help,Scottsdale,CMP_006,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,700 "
4944,C_CND_004945,8/24/2022,Ryder Truck Rental and Leasing,Austin,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,000 "
4945,C_CND_004946,8/25/2022,Iceberg Rentals,Janesville,CMP_028,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$22,000 "
4946,C_CND_004947,8/25/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$17,000 "
4947,C_CND_004948,8/25/2022,Motor Vehicle Branch Office,Austin,CMP_018,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$45,000 "
4948,C_CND_004949,8/25/2022,Nebo Chevrolet,Middletown,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
4949,C_CND_004950,8/25/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_010,323i,Overhead Camshaft,Manual,Red,Hatchback,"$21,000 "
4950,C_CND_004951,8/25/2022,Rabun Used Car Sales,Scottsdale,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$26,000 "
4951,C_CND_004952,8/25/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$10,000 "
4952,C_CND_004953,8/25/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_021,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$18,001 "
4953,C_CND_004954,8/25/2022,Race Car Help,Austin,CMP_017,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$20,000 "
4954,C_CND_004955,8/25/2022,Ryder Truck Rental and Leasing,Middletown,CMP_026,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$24,000 "
4955,C_CND_004956,8/25/2022,Race Car Help,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
4956,C_CND_004957,8/25/2022,Ryder Truck Rental and Leasing,Middletown,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,000 "
4957,C_CND_004958,8/25/2022,Saab-Belle Dodge,Aurora,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,000 "
4958,C_CND_004959,8/25/2022,Scrivener Performance Engineering,Greenville,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,SUV,"$24,000 "
4959,C_CND_004960,8/25/2022,Star Enterprises Inc,Pasco,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$60,000 "
4960,C_CND_004961,8/25/2022,Chrysler of Tri-Cities,Pasco,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$16,900 "
4961,C_CND_004962,8/25/2022,Chrysler Plymouth,Janesville,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,"$71,000 "
4962,C_CND_004963,8/25/2022,Classic Chevy,Scottsdale,CMP_027,LX470,Overhead Camshaft,Manual,Pale White,SUV,"$54,500 "
4963,C_CND_004964,8/25/2022,Clay Johnson Auto Sales,Austin,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$29,000 "
4964,C_CND_004965,8/25/2022,Diehl Motor CO Inc,Middletown,CMP_026,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$24,500 "
4965,C_CND_004966,8/25/2022,Saab-Belle Dodge,Janesville,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Black,SUV,"$49,500 "
4966,C_CND_004967,8/25/2022,Scrivener Performance Engineering,Scottsdale,CMP_023,C70,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,000 "
4967,C_CND_004968,8/25/2022,Star Enterprises Inc,Austin,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$85,000 "
4968,C_CND_004969,8/25/2022,Suburban Ford,Middletown,CMP_002,Dakota,Overhead Camshaft,Manual,Red,Sedan,"$12,000 "
4969,C_CND_004970,8/25/2022,Tri-State Mack Inc,Aurora,CMP_027,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$15,800 "
4970,C_CND_004971,8/27/2022,Pars Auto Sales,Greenville,CMP_020,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
4971,C_CND_004972,8/27/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_024,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$19,200 "
4972,C_CND_004973,8/27/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_021,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$14,000 "
4973,C_CND_004974,8/27/2022,Rabun Used Car Sales,Scottsdale,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,000 "
4974,C_CND_004975,8/27/2022,Race Car Help,Austin,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$69,000 "
4975,C_CND_004976,8/27/2022,Saab-Belle Dodge,Aurora,CMP_027,LS400,Overhead Camshaft,Manual,Pale White,Sedan,"$54,000 "
4976,C_CND_004977,8/27/2022,Gartner Buick Hyundai Saab,Greenville,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$20,501 "
4977,C_CND_004978,8/27/2022,Star Enterprises Inc,Pasco,CMP_017,Boxter,Overhead Camshaft,Manual,Pale White,SUV,"$14,000 "
4978,C_CND_004979,8/27/2022,Suburban Ford,Janesville,CMP_005,RL,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$24,000 "
4979,C_CND_004980,8/27/2022,Tri-State Mack Inc,Scottsdale,CMP_013,Elantra,Overhead Camshaft,Manual,Red,Sedan,"$22,500 "
4980,C_CND_004981,8/27/2022,Suburban Ford,Janesville,CMP_021,SL-Class,Overhead Camshaft,Manual,Red,SUV,"$17,000 "
4981,C_CND_004982,8/27/2022,Tri-State Mack Inc,Scottsdale,CMP_024,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$69,100 "
4982,C_CND_004983,8/27/2022,U-Haul CO,Austin,CMP_001,Windstar,Overhead Camshaft,Manual,Pale White,Sedan,"$17,000 "
4983,C_CND_004984,8/27/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,000 "
4984,C_CND_004985,8/27/2022,C & M Motors Inc,Aurora,CMP_002,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$23,000 "
4985,C_CND_004986,8/27/2022,Enterprise Rent A Car,Aurora,CMP_028,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$22,000 "
4986,C_CND_004987,8/27/2022,Suburban Ford,Janesville,CMP_021,M-Class,Overhead Camshaft,Manual,Red,Hardtop,"$25,000 "
4987,C_CND_004988,8/27/2022,Tri-State Mack Inc,Austin,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$46,000 "
4988,C_CND_004989,8/27/2022,Iceberg Rentals,Janesville,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,"$54,000 "
4989,C_CND_004990,8/27/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
4990,C_CND_004991,8/27/2022,U-Haul CO,Greenville,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$39,500 "
4991,C_CND_004992,8/27/2022,Buddy Storbeck's Diesel Service Inc,Pasco,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$39,000 "
4992,C_CND_004993,8/27/2022,Tri-State Mack Inc,Janesville,CMP_021,SL-Class,Overhead Camshaft,Manual,Black,Hardtop,"$38,500 "
4993,C_CND_004994,8/27/2022,Capitol KIA,Scottsdale,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$41,500 "
4994,C_CND_004995,8/27/2022,Chrysler of Tri-Cities,Austin,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,000 "
4995,C_CND_004996,8/28/2022,Ryder Truck Rental and Leasing,Middletown,CMP_001,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,000 "
4996,C_CND_004997,8/28/2022,Saab-Belle Dodge,Aurora,CMP_030,Wrangler,Overhead Camshaft,Manual,Pale White,Hatchback,"$23,000 "
4997,C_CND_004998,8/28/2022,Scrivener Performance Engineering,Greenville,CMP_020,LS,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$24,000 "
4998,C_CND_004999,8/28/2022,Star Enterprises Inc,Pasco,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$12,000 "
4999,C_CND_005000,8/28/2022,Suburban Ford,Janesville,CMP_009,Villager,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$16,000 "
5000,C_CND_005001,8/28/2022,Tri-State Mack Inc,Scottsdale,CMP_006,3000GT,Overhead Camshaft,Manual,Red,Sedan,"$24,000 "
5001,C_CND_005002,8/28/2022,U-Haul CO,Austin,CMP_001,Focus,Overhead Camshaft,Manual,Red,SUV,"$17,000 "
5002,C_CND_005003,8/28/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_021,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,500 "
5003,C_CND_005004,8/28/2022,Rabun Used Car Sales,Scottsdale,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
5004,C_CND_005005,8/28/2022,Race Car Help,Austin,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,000 "
5005,C_CND_005006,8/28/2022,U-Haul CO,Austin,CMP_021,S-Class,Overhead Camshaft,Manual,Red,SUV,"$21,000 "
5006,C_CND_005007,8/28/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$13,000 "
5007,C_CND_005008,8/28/2022,Gartner Buick Hyundai Saab,Greenville,CMP_007,Prizm,Overhead Camshaft,Manual,Red,Hardtop,"$21,400 "
5008,C_CND_005009,8/28/2022,Hatfield Volkswagen,Pasco,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$15,000 "
5009,C_CND_005010,8/28/2022,Motor Vehicle Branch Office,Austin,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,000 "
5010,C_CND_005011,8/28/2022,Chrysler Plymouth,Janesville,CMP_013,Sonata,Overhead Camshaft,Manual,Red,SUV,"$21,000 "
5011,C_CND_005012,8/28/2022,Classic Chevy,Scottsdale,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$10,000 "
5012,C_CND_005013,8/28/2022,Nebo Chevrolet,Middletown,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,000 "
5013,C_CND_005014,8/28/2022,Diehl Motor CO Inc,Middletown,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$60,000 "
5014,C_CND_005015,8/28/2022,Enterprise Rent A Car,Aurora,CMP_026,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$24,000 "
5015,C_CND_005016,8/28/2022,Capitol KIA,Greenville,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$12,000 "
5016,C_CND_005017,8/28/2022,Chrysler of Tri-Cities,Pasco,CMP_006,Montero,Overhead Camshaft,Manual,Black,SUV,"$16,000 "
5017,C_CND_005018,8/28/2022,Chrysler Plymouth,Janesville,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,"$20,000 "
5018,C_CND_005019,8/28/2022,Classic Chevy,Scottsdale,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$23,000 "
5019,C_CND_005020,8/28/2022,Clay Johnson Auto Sales,Austin,CMP_012,Forester,Overhead Camshaft,Manual,Red,SUV,"$26,000 "
5020,C_CND_005021,8/28/2022,Diehl Motor CO Inc,Middletown,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$36,200 "
5021,C_CND_005022,8/28/2022,Enterprise Rent A Car,Aurora,CMP_020,SW,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$25,000 "
5022,C_CND_005023,8/28/2022,Gartner Buick Hyundai Saab,Greenville,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$18,000 "
5023,C_CND_005024,8/28/2022,Hatfield Volkswagen,Pasco,CMP_002,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$38,000 "
5024,C_CND_005025,8/28/2022,Iceberg Rentals,Janesville,CMP_010,328i,Overhead Camshaft,Manual,Black,Sedan,"$69,500 "
5025,C_CND_005026,8/28/2022,Motor Vehicle Branch Office,Austin,CMP_007,Lumina,Overhead Camshaft,Manual,Black,Passenger,"$42,000 "
5026,C_CND_005027,8/28/2022,Nebo Chevrolet,Middletown,CMP_014,Civic,Overhead Camshaft,Manual,Black,Hatchback,"$43,500 "
5027,C_CND_005028,8/28/2022,U-Haul CO,Austin,CMP_004,Tacoma,Overhead Camshaft,Manual,Black,Hardtop,"$36,000 "
5028,C_CND_005029,8/28/2022,Pars Auto Sales,Greenville,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$28,000 "
5029,C_CND_005030,8/28/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
5030,C_CND_005031,8/28/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$22,000 "
5031,C_CND_005032,8/28/2022,Rabun Used Car Sales,Scottsdale,CMP_001,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
5032,C_CND_005033,8/28/2022,Race Car Help,Austin,CMP_007,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$41,000 "
5033,C_CND_005034,8/28/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_015,I30,Overhead Camshaft,Manual,Pale White,Hardtop,"$16,000 "
5034,C_CND_005035,8/28/2022,Scrivener Performance Engineering,Greenville,CMP_002,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$39,000 "
5035,C_CND_005036,8/28/2022,Chrysler Plymouth,Middletown,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$38,100 "
5036,C_CND_005037,8/28/2022,Classic Chevy,Aurora,CMP_013,Sonata,Overhead Camshaft,Manual,Black,SUV,"$20,000 "
5037,C_CND_005038,8/28/2022,Clay Johnson Auto Sales,Greenville,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$19,000 "
5038,C_CND_005039,8/28/2022,Diehl Motor CO Inc,Pasco,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,"$27,000 "
5039,C_CND_005040,8/28/2022,Enterprise Rent A Car,Janesville,CMP_012,Outback,Overhead Camshaft,Manual,Red,SUV,"$49,000 "
5040,C_CND_005041,8/28/2022,Gartner Buick Hyundai Saab,Scottsdale,CMP_005,Integra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$45,000 "
5041,C_CND_005042,8/28/2022,Hatfield Volkswagen,Austin,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,"$20,500 "
5042,C_CND_005043,8/28/2022,Iceberg Rentals,Middletown,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$19,000 "
5043,C_CND_005044,8/28/2022,McKinney Dodge Chrysler Jeep,Aurora,CMP_023,S40,Overhead Camshaft,Manual,Black,Sedan,"$36,000 "
5044,C_CND_005045,8/28/2022,Progressive Shippers Cooperative Association No,Austin,CMP_016,A4,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$27,300 "
5045,C_CND_005046,8/29/2022,Ryder Truck Rental and Leasing,Middletown,CMP_020,SW,Overhead Camshaft,Manual,Black,Passenger,"$36,000 "
5046,C_CND_005047,8/29/2022,Saab-Belle Dodge,Aurora,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
5047,C_CND_005048,8/29/2022,Gartner Buick Hyundai Saab,Greenville,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$46,000 "
5048,C_CND_005049,8/29/2022,Hatfield Volkswagen,Pasco,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$23,200 "
5049,C_CND_005050,8/29/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_028,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$27,000 "
5050,C_CND_005051,8/29/2022,Motor Vehicle Branch Office,Austin,CMP_030,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$36,000 "
5051,C_CND_005052,8/29/2022,Scrivener Performance Engineering,Greenville,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,000 "
5052,C_CND_005053,8/29/2022,Suburban Ford,Janesville,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$20,000 "
5053,C_CND_005054,8/29/2022,Capitol KIA,Janesville,CMP_024,Firebird,Overhead Camshaft,Manual,Black,Hardtop,"$43,000 "
5054,C_CND_005055,8/29/2022,New Castle Ford Lincoln Mercury,Janesville,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$27,000 "
5055,C_CND_005056,8/31/2022,Scrivener Performance Engineering,Greenville,CMP_007,Prizm,Overhead Camshaft,Manual,Black,SUV,"$16,500 "
5056,C_CND_005057,8/31/2022,Star Enterprises Inc,Pasco,CMP_005,TL,Overhead Camshaft,Manual,Pale White,Hatchback,"$14,000 "
5057,C_CND_005058,8/31/2022,Suburban Ford,Janesville,CMP_002,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$31,500 "
5058,C_CND_005059,8/31/2022,Tri-State Mack Inc,Scottsdale,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$16,000 "
5059,C_CND_005060,8/31/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,100 "
5060,C_CND_005061,8/31/2022,C & M Motors Inc,Aurora,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
5061,C_CND_005062,8/31/2022,Capitol KIA,Greenville,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$22,000 "
5062,C_CND_005063,8/31/2022,Iceberg Rentals,Janesville,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,"$22,000 "
5063,C_CND_005064,8/31/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_009,Cougar,Overhead Camshaft,Manual,Red,Hatchback,"$22,000 "
5064,C_CND_005065,8/31/2022,Motor Vehicle Branch Office,Austin,CMP_025,Town car,Overhead Camshaft,Manual,Black,Hatchback,"$17,000 "
5065,C_CND_005066,8/31/2022,Nebo Chevrolet,Middletown,CMP_020,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$51,000 "
5066,C_CND_005067,8/31/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,000 "
5067,C_CND_005068,8/31/2022,Pars Auto Sales,Greenville,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$39,500 "
5068,C_CND_005069,8/31/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
5069,C_CND_005070,8/31/2022,Nebo Chevrolet,Middletown,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$14,000 "
5070,C_CND_005071,8/31/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$9,000 "
5071,C_CND_005072,8/31/2022,Pars Auto Sales,Greenville,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,000 "
5072,C_CND_005073,8/31/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$31,000 "
5073,C_CND_005074,8/31/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$31,000 "
5074,C_CND_005075,8/31/2022,Rabun Used Car Sales,Scottsdale,CMP_028,Neon,Overhead Camshaft,Manual,Black,SUV,"$29,000 "
5075,C_CND_005076,8/31/2022,Race Car Help,Austin,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$31,000 "
5076,C_CND_005077,8/31/2022,Suburban Ford,Janesville,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$41,000 "
5077,C_CND_005078,8/31/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_006,Montero Sport,Overhead Camshaft,Manual,Red,Hardtop,"$29,000 "
5078,C_CND_005079,8/31/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$22,000 "
5079,C_CND_005080,8/31/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_003,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$38,000 "
5080,C_CND_005081,8/31/2022,Rabun Used Car Sales,Scottsdale,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$16,000 "
5081,C_CND_005082,8/31/2022,Race Car Help,Austin,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,"$71,000 "
5082,C_CND_005083,8/31/2022,Ryder Truck Rental and Leasing,Middletown,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$26,000 "
5083,C_CND_005084,8/31/2022,Classic Chevy,Janesville,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$16,000 "
5084,C_CND_005085,8/31/2022,Iceberg Rentals,Pasco,CMP_015,I30,Overhead Camshaft,Manual,Red,Hardtop,"$22,000 "
5085,C_CND_005086,8/31/2022,Progressive Shippers Cooperative Association No,Middletown,CMP_001,Escort,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$15,000 "
5086,C_CND_005087,8/31/2022,Rabun Used Car Sales,Aurora,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,"$71,000 "
5087,C_CND_005088,8/31/2022,Race Car Help,Greenville,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$17,000 "
